loan_amnt,funded_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,is_inc_v,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,chargeoff_within_12_mths,tax_liens,,
6500,6500, 36 months,12.69%,218.05,B5,7 years,RENT,42000,Source Verified,Charged Off,credit_card,NC,9.57,0,1/15/2000 04:50,0,8,0,10470,83.80%,9,0,0,0,,
7000,7000, 36 months,7.90%,219.04,A4,< 1 year,RENT,32500,Not Verified,Charged Off,debt_consolidation,MI,19.72,1,5/25/1998 03:52,0,6,0,2297,60.40%,19,0,0,0,,
15000,15000, 36 months,7.90%,469.36,A4,10+ years,RENT,70000,Not Verified,Charged Off,debt_consolidation,CA,14.07,0,9/11/2000 09:24,0,7,0,14280,60.30%,19,0,0,0,,
19500,19500, 36 months,10.65%,635.18,B2,8 years,OWN,65004,Not Verified,Charged Off,debt_consolidation,IL,19.41,0,1/10/1996 02:38,0,6,0,12610,67.40%,49,0,0,0,,
1200,1200, 36 months,14.27%,41.18,C2,< 1 year,RENT,53012,Source Verified,Charged Off,debt_consolidation,NY,1.13,0,10/27/1997 03:06,3,2,1,1098,73.20%,4,1,0,0,,
10000,10000, 36 months,12.69%,335.45,B5,2 years,RENT,38900,Not Verified,Charged Off,vacation,NY,8.13,0,11/14/2005 03:21,1,6,0,3939,48%,12,0,0,0,,
15000,15000, 36 months,16.77%,533.08,D2,5 years,RENT,42000,Source Verified,Charged Off,other,CA,14.69,0,3/19/2005 04:51,0,12,0,9607,53.70%,26,0,0,0,,
15000,15000, 36 months,17.27%,536.81,D3,9 years,RENT,60000,Source Verified,Charged Off,credit_card,CA,23.75,0,10/22/1998 11:02,1,16,0,8761,97.30%,36,0,0,0,,
8000,8000, 36 months,16.29%,282.41,D1,2 years,RENT,60000,Source Verified,Charged Off,debt_consolidation,IL,20.08,0,9/8/1995 06:46,2,10,0,21650,93.30%,34,0,0,0,,
35000,35000, 36 months,19.91%,1299.13,E4,< 1 year,RENT,114000,Verified,Charged Off,debt_consolidation,WA,15.38,0,7/10/1996 11:55,1,15,0,38792,59%,22,0,0,0,,
20000,20000, 36 months,12.42%,668.31,B4,5 years,MORTGAGE,85000,Verified,Charged Off,credit_card,CA,17.09,0,12/31/2002 12:10,1,11,0,14689,67.40%,32,0,0,0,,
12800,12800, 36 months,16.77%,454.9,D2,5 years,RENT,70000,Source Verified,Charged Off,small_business,CA,12.02,0,7/23/2004 06:35,0,8,1,7194,67.20%,12,1,0,0,,
22000,22000, 36 months,17.58%,790.73,D4,10+ years,MORTGAGE,60000,Verified,Charged Off,debt_consolidation,TX,20.38,0,3/16/2000 11:53,0,15,0,9593,52.20%,36,0,0,0,,
17000,17000, 60 months,20.89%,458.86,F1,3 years,RENT,51000,Source Verified,Charged Off,credit_card,IL,10.02,0,11/11/1995 07:26,0,10,0,18137,88.50%,14,0,0,0,,
25000,25000, 36 months,13.49%,848.27,C1,7 years,RENT,82500,Verified,Charged Off,debt_consolidation,MA,16.83,0,4/6/1996 06:32,2,12,0,23888,50.70%,23,0,0,0,,
16000,16000, 60 months,17.27%,399.97,D3,9 years,MORTGAGE,80000,Verified,Charged Off,debt_consolidation,CO,11.92,0,12/31/2002 08:10,0,11,0,26897,80.30%,18,0,0,0,,
13800,13800, 60 months,16.77%,341.27,D2,10+ years,RENT,42000,Verified,Charged Off,credit_card,OH,20.47,0,9/17/2005 12:11,0,6,0,8846,47.10%,10,0,0,0,,
10000,10000, 36 months,14.27%,343.09,C2,n/a,OWN,36000,Not Verified,Charged Off,credit_card,LA,20.68,0,3/21/2005 09:14,1,12,0,12865,72.30%,19,0,0,0,,
5900,5900, 36 months,7.51%,183.56,A3,6 years,RENT,26700,Not Verified,Charged Off,debt_consolidation,GA,12.66,0,7/10/1996 02:08,0,7,0,15196,61.50%,10,0,0,0,,
2000,2000, 36 months,10.65%,65.15,B2,< 1 year,RENT,40800,Source Verified,Charged Off,major_purchase,WA,0,0,5/16/2000 01:45,0,4,0,0,0%,4,0,0,0,,
18400,18400, 36 months,12.69%,617.23,B5,2 years,MORTGAGE,47520,Source Verified,Charged Off,other,CA,18.01,0,12/16/2005 02:32,0,9,0,11043,91.40%,20,0,0,0,,
20000,20000, 36 months,12.69%,670.9,B5,10+ years,MORTGAGE,63996,Verified,Charged Off,debt_consolidation,LA,16.35,1,9/15/1994 03:38,0,13,0,18379,48.90%,39,0,0,0,,
13400,13400, 36 months,10.65%,436.49,B2,1 year,RENT,70000,Source Verified,Charged Off,debt_consolidation,CA,3.18,0,2/1/1997 02:54,0,5,0,6871,70%,12,0,0,0,,
15000,15000, 36 months,17.58%,539.14,D4,3 years,MORTGAGE,59000,Source Verified,Charged Off,debt_consolidation,AZ,20.36,0,11/4/1996 10:53,2,11,0,12206,63.90%,15,0,0,0,,
13000,13000, 36 months,7.90%,406.78,A4,3 years,RENT,32000,Not Verified,Charged Off,debt_consolidation,CA,23.93,0,6/5/2002 08:53,0,17,0,10437,42.90%,28,0,0,0,,
22375,22375, 60 months,19.91%,591.69,E4,4 years,MORTGAGE,60000,Source Verified,Charged Off,debt_consolidation,TX,20.52,0,4/7/2002 08:02,0,13,0,24391,82.40%,26,0,0,0,,
12700,12700, 36 months,16.29%,448.32,D1,10+ years,OWN,48500,Verified,Charged Off,credit_card,MN,12.57,0,4/3/1997 10:41,0,8,0,18841,84.50%,19,0,0,0,,
25000,25000, 60 months,14.65%,590.17,C3,10+ years,RENT,80000,Source Verified,Charged Off,debt_consolidation,WI,14.86,0,12/1/1991 12:49,1,11,0,16953,58.90%,47,0,0,0,,
5375,5375, 36 months,17.27%,192.36,D1,4 years,RENT,26000,Not Verified,Charged Off,credit_card,CA,14.94,0,10/29/2003 08:11,0,11,0,7835,96.70%,12,0,0,0,,
6400,6400, 36 months,16.77%,227.45,D2,2 years,MORTGAGE,40000,Source Verified,Charged Off,debt_consolidation,WA,18.21,0,3/13/2001 01:52,3,13,0,11104,68.50%,22,0,0,0,,
18000,18000, 60 months,17.58%,452.98,D4,5 years,RENT,72000,Not Verified,Charged Off,debt_consolidation,CT,17.72,0,11/19/1992 08:27,3,12,0,29513,69.10%,38,0,0,0,,
12250,12250, 36 months,12.42%,409.34,B4,7 years,OWN,25000,Source Verified,Charged Off,other,NV,12.48,0,4/28/1998 04:46,0,9,0,7942,55.50%,15,0,0,0,,
15000,15000, 36 months,8.90%,476.3,A5,< 1 year,RENT,55000,Source Verified,Charged Off,debt_consolidation,PA,22.56,0,6/17/2000 12:58,3,19,0,18963,34.60%,33,0,0,0,,
22800,22800, 36 months,13.49%,773.62,C1,4 years,MORTGAGE,48000,Source Verified,Charged Off,small_business,TX,18.58,0,3/18/2000 07:40,0,8,0,1533,12.90%,19,0,0,0,,
18000,18000, 36 months,7.90%,563.23,A4,10+ years,MORTGAGE,36000,Verified,Charged Off,debt_consolidation,KS,9.4,0,1/12/2001 09:11,0,12,0,14561,33%,26,0,0,0,,
7000,7000, 36 months,13.49%,237.52,C1,4 years,MORTGAGE,41000,Not Verified,Charged Off,home_improvement,TX,14.69,0,5/8/2002 06:12,0,8,0,20822,57.80%,14,0,0,0,,
10000,10000, 36 months,14.27%,343.09,C2,< 1 year,RENT,86000.04,Source Verified,Charged Off,debt_consolidation,CA,12.63,0,11/9/2001 09:56,1,11,0,10309,62.10%,22,0,0,0,,
15000,15000, 36 months,7.90%,469.36,A4,4 years,RENT,40000,Not Verified,Charged Off,debt_consolidation,CA,18.21,0,2/12/2001 01:06,0,12,0,11888,35.80%,20,0,0,0,,
8000,8000, 36 months,7.51%,248.89,A3,3 years,MORTGAGE,72000,Source Verified,Charged Off,debt_consolidation,AZ,13.28,0,5/15/1995 03:10,0,7,0,6108,59.50%,29,0,0,0,,
23000,23000, 60 months,16.77%,568.77,D2,4 years,RENT,50000,Verified,Charged Off,debt_consolidation,CA,21.2,0,12/30/1997 12:11,1,8,0,16049,82.30%,25,0,0,0,,
16000,16000, 60 months,17.58%,402.65,D4,4 years,MORTGAGE,60000,Not Verified,Charged Off,debt_consolidation,MI,20.61,0,8/28/1992 01:30,2,9,0,22986,87.40%,30,0,0,0,,
25000,25000, 36 months,10.65%,814.34,B2,10+ years,RENT,60000,Verified,Charged Off,debt_consolidation,CA,19.6,0,5/2/2000 01:08,0,8,0,24213,87.40%,29,0,0,0,,
30000,30000, 60 months,20.89%,809.75,F1,9 years,MORTGAGE,80000,Verified,Charged Off,debt_consolidation,CA,18.15,0,2/21/2005 02:30,0,10,1,14958,64.80%,26,1,0,0,,
1000,1000, 36 months,14.65%,34.5,C2,3 years,RENT,50000,Source Verified,Charged Off,debt_consolidation,NY,19.87,1,12/16/2004 08:50,1,17,0,4949,45.30%,18,0,0,0,,
20000,20000, 60 months,17.27%,499.96,D3,3 years,MORTGAGE,40000,Source Verified,Charged Off,credit_card,NY,7.05,0,1/7/1991 08:29,1,3,0,9189,77.90%,9,0,0,0,,
10500,10500, 36 months,14.65%,362.19,C3,10+ years,MORTGAGE,70000,Verified,Charged Off,debt_consolidation,PA,22.1,0,5/28/1987 11:01,3,10,0,14696,67.70%,24,0,0,0,,
18500,18500, 60 months,14.27%,433.06,C2,10+ years,MORTGAGE,60000,Not Verified,Charged Off,debt_consolidation,NC,16.8,0,11/5/2002 11:00,0,9,0,15282,63.40%,21,0,0,0,,
4000,4000, 36 months,14.27%,137.24,C2,3 years,RENT,24000,Not Verified,Charged Off,small_business,FL,18.7,1,5/1/2008 09:24,2,5,0,1400,15.70%,7,0,0,0,,
5450,5450, 60 months,18.64%,140.3,E1,4 years,OWN,85000,Source Verified,Charged Off,major_purchase,NY,21.5,0,6/29/1996 06:08,1,18,0,55879,67.70%,33,0,0,0,,
6400,6400, 36 months,7.51%,199.11,A3,4 years,RENT,54000,Not Verified,Charged Off,debt_consolidation,CA,9.44,0,8/12/2001 12:33,0,6,0,18529,71.30%,18,0,0,0,,
10000,10000, 36 months,16.29%,353.01,D1,6 years,RENT,29000,Source Verified,Charged Off,debt_consolidation,CA,12.58,0,1/18/2006 11:37,0,9,0,6528,96.50%,9,0,0,0,,
5000,5000, 36 months,9.91%,161.13,B1,9 years,MORTGAGE,30000,Not Verified,Charged Off,small_business,MI,12.64,0,7/3/2003 01:26,5,7,0,0,0%,12,0,0,0,,
10000,10000, 36 months,9.91%,322.25,B1,10+ years,RENT,60000,Source Verified,Charged Off,house,NY,3.39,0,10/18/1994 01:38,3,6,0,2357,31.90%,9,0,0,0,,
4000,4000, 36 months,12.69%,134.18,B5,10+ years,MORTGAGE,66000,Not Verified,Charged Off,wedding,NJ,21.09,0,10/28/1998 10:39,2,11,0,10054,38.50%,29,0,0,0,,
30000,30000, 36 months,12.69%,1006.35,B5,10+ years,MORTGAGE,300000,Verified,Charged Off,credit_card,NJ,5.84,0,5/12/1990 07:38,3,14,0,29604,57.40%,32,0,0,0,,
21000,21000, 60 months,14.65%,495.74,C2,3 years,MORTGAGE,86000,Verified,Charged Off,debt_consolidation,TX,16.1,0,7/30/1995 07:59,0,14,0,21847,66.60%,26,0,0,0,,
4500,4500, 36 months,15.27%,156.59,C4,n/a,OWN,27600,Not Verified,Charged Off,major_purchase,FL,20,0,8/16/2006 06:26,3,11,1,9284,81.40%,14,1,0,0,,
12000,12000, 36 months,15.27%,417.58,C4,4 years,MORTGAGE,86400,Not Verified,Charged Off,debt_consolidation,AL,16.1,0,10/28/1998 05:34,3,15,0,14030,59.40%,35,0,0,0,,
25000,25000, 36 months,12.42%,835.39,B4,4 years,RENT,75000,Verified,Charged Off,debt_consolidation,NY,11.2,0,9/12/2001 01:15,1,5,0,35103,84.60%,29,0,0,0,,
25000,25000, 36 months,16.77%,888.46,D2,10+ years,RENT,100000,Verified,Charged Off,debt_consolidation,TX,14.14,0,10/8/1996 07:46,0,12,0,24036,87.10%,17,0,0,0,,
1500,1500, 36 months,17.58%,53.92,D4,n/a,RENT,20067,Not Verified,Charged Off,medical,MD,24.4,0,3/23/1994 09:07,2,5,0,7015,96.10%,17,0,0,0,,
7350,7350, 36 months,12.42%,245.61,B4,5 years,MORTGAGE,28560,Not Verified,Charged Off,debt_consolidation,UT,15.21,0,7/25/1999 10:12,1,6,0,4900,87.90%,23,0,0,0,,
24000,24000, 36 months,7.90%,750.97,A4,10+ years,RENT,58000,Verified,Charged Off,debt_consolidation,CA,24,0,5/9/1985 12:13,3,13,0,17282,25.90%,34,0,0,0,,
30000,30000, 36 months,12.42%,1002.46,B4,7 years,MORTGAGE,65000,Verified,Charged Off,debt_consolidation,AZ,15.84,0,8/16/1989 08:05,0,10,0,40063,91.20%,30,0,0,0,,
10000,10000, 36 months,11.71%,330.76,B3,3 years,RENT,30000,Not Verified,Charged Off,credit_card,MI,12.28,0,7/19/2000 04:43,1,4,0,12930,67%,5,0,0,0,,
12000,12000, 36 months,16.29%,423.61,D1,5 years,MORTGAGE,85000,Not Verified,Charged Off,credit_card,NV,8.1,0,5/6/1997 05:07,2,13,0,9047,52%,34,0,0,0,,
8000,8000, 36 months,6.03%,243.49,A1,8 years,RENT,39000,Verified,Charged Off,debt_consolidation,CA,29.44,0,11/19/1971 08:20,0,9,0,12395,43%,19,0,0,0,,
7125,7125, 36 months,8.90%,226.25,A5,2 years,RENT,19200,Source Verified,Charged Off,small_business,MI,16.94,0,1/4/1986 07:15,0,9,0,11306,68.90%,18,0,0,0,,
4000,4000, 36 months,13.49%,135.73,C1,10+ years,RENT,72000,Not Verified,Charged Off,debt_consolidation,CA,5.82,2,1/13/1996 05:50,2,5,0,0,0%,27,0,0,0,,
25000,25000, 36 months,19.91%,927.95,E4,< 1 year,RENT,120000,Verified,Charged Off,credit_card,VA,6.87,1,10/18/1983 07:55,0,10,1,26895,73.30%,22,1,0,0,,
35000,35000, 60 months,15.96%,850.39,C5,10+ years,OWN,75600,Verified,Charged Off,small_business,WI,0.4,0,9/19/1977 10:28,6,7,0,80,0.30%,17,0,0,0,,
11100,11100, 36 months,9.91%,357.7,B1,5 years,MORTGAGE,31000,Not Verified,Charged Off,debt_consolidation,KY,25.47,0,11/23/1994 08:47,3,10,0,11263,29.40%,18,0,0,0,,
30000,30000, 36 months,8.90%,952.6,A5,< 1 year,RENT,80000,Verified,Charged Off,debt_consolidation,CA,26.65,0,9/3/2003 11:45,0,7,0,10472,54.60%,20,0,0,0,,
9200,9200, 36 months,15.27%,320.14,C4,< 1 year,RENT,36000,Source Verified,Charged Off,credit_card,NC,14.9,0,1/15/2007 11:39,1,6,0,13598,64.40%,7,0,0,0,,
6800,6800, 36 months,18.64%,248.03,E1,4 years,RENT,32000,Source Verified,Charged Off,other,NY,19.54,0,2/9/2008 12:52,2,4,0,4830,89.30%,4,0,0,0,,
16000,16000, 60 months,20.30%,426.58,E5,6 years,RENT,52800,Verified,Charged Off,debt_consolidation,PA,21.93,0,4/8/1997 07:53,0,12,0,22764,83.70%,18,0,0,0,,
19000,19000, 60 months,18.25%,485.07,D5,10+ years,MORTGAGE,42000,Verified,Charged Off,home_improvement,FL,5.31,0,1/31/1987 07:55,1,9,0,10331,31%,21,0,0,0,,
5000,5000, 36 months,11.71%,165.38,B3,2 years,RENT,18000,Verified,Charged Off,major_purchase,MO,18.33,0,10/26/2005 07:06,1,13,0,10567,52.80%,19,0,0,0,,
11000,11000, 36 months,12.42%,367.57,B4,9 years,RENT,29000,Not Verified,Charged Off,credit_card,CA,9.81,0,8/9/2002 05:59,1,7,0,9328,61.80%,21,0,0,0,,
17475,17475, 60 months,19.91%,462.11,E4,6 years,RENT,43000,Verified,Charged Off,house,IL,17.44,0,6/27/2006 04:06,2,11,0,5692,56.90%,12,0,0,0,,
34475,34475, 36 months,10.65%,1122.97,B2,10+ years,MORTGAGE,80000,Verified,Charged Off,small_business,CA,7.35,0,2/15/2001 02:10,1,7,0,0,0%,14,0,0,0,,
12825,12825, 36 months,17.58%,460.96,D4,3 years,RENT,33280,Source Verified,Charged Off,debt_consolidation,IL,13.13,0,6/29/2004 03:46,1,9,0,12498,86.20%,16,0,0,0,,
7000,7000, 36 months,8.90%,222.28,A5,7 years,RENT,84000,Not Verified,Charged Off,debt_consolidation,CA,4.79,0,1/26/2005 02:11,0,9,0,15850,42.20%,17,0,0,0,,
7500,7500, 36 months,11.71%,248.07,B3,3 years,MORTGAGE,90000,Source Verified,Charged Off,other,NC,6.37,1,8/1/1975 08:04,3,6,0,1878,16.30%,18,0,0,0,,
17325,17325, 60 months,19.91%,458.14,E4,10+ years,MORTGAGE,52800,Source Verified,Charged Off,debt_consolidation,CA,20.39,0,9/6/1997 01:48,1,10,0,17285,78.60%,31,0,0,0,,
11500,11500, 36 months,6.03%,350.01,A1,n/a,RENT,25000,Not Verified,Charged Off,vacation,TX,22.08,0,3/14/1996 08:45,1,7,0,3993,19.50%,29,0,0,0,,
16000,16000, 60 months,22.74%,448.67,G1,2 years,MORTGAGE,62000,Verified,Charged Off,home_improvement,CT,4.38,0,12/13/2001 07:29,1,3,0,6184,98.20%,18,0,0,0,,
12250,12250, 36 months,9.91%,394.76,B1,6 years,OWN,30000,Verified,Charged Off,wedding,TX,23.68,0,8/19/2006 12:17,1,17,0,2508,9.90%,21,0,0,0,,
15000,15000, 60 months,13.49%,345.08,C1,n/a,RENT,30000,Verified,Charged Off,debt_consolidation,CO,13.32,0,6/19/1989 12:54,1,5,0,9575,84.70%,13,0,0,0,,
5000,5000, 36 months,6.62%,153.52,A2,9 years,RENT,31200,Not Verified,Charged Off,debt_consolidation,CA,20.19,0,4/8/1997 12:45,1,8,0,7542,35.40%,20,0,0,0,,
12000,12000, 36 months,15.96%,421.65,C5,10+ years,MORTGAGE,48000,Source Verified,Charged Off,credit_card,TX,6.88,0,8/20/2000 02:22,2,9,0,18016,77.70%,19,0,0,0,,
8000,8000, 36 months,11.71%,264.61,B3,6 years,RENT,25000,Not Verified,Charged Off,home_improvement,CA,7.87,0,7/11/2002 04:04,2,9,0,4505,52.40%,11,0,0,0,,
18250,18250, 60 months,18.25%,465.92,D5,9 years,MORTGAGE,92000,Verified,Charged Off,credit_card,TX,21.55,0,6/10/1991 12:13,1,15,0,41181,77.30%,38,0,0,0,,
7000,7000, 36 months,13.67%,238.13,B5,8 years,MORTGAGE,41000,Not Verified,Charged Off,debt_consolidation,NV,12.56,0,11/18/1999 01:52,3,7,0,19959,74.50%,44,0,0,0,,
22750,22750, 60 months,18.25%,580.8,D5,4 years,MORTGAGE,49750,Source Verified,Charged Off,small_business,MN,18.58,0,11/28/2004 12:43,2,10,0,594,14.10%,23,0,0,0,,
2750,2750, 36 months,16.29%,97.08,D1,1 year,RENT,24000,Source Verified,Charged Off,debt_consolidation,CA,17.6,1,9/14/2007 04:12,0,8,0,1480,87.10%,9,0,0,0,,
15000,15000, 36 months,10.65%,488.6,B2,2 years,MORTGAGE,40000,Not Verified,Charged Off,debt_consolidation,WA,12.75,0,5/4/1998 03:05,1,5,0,3007,38.60%,26,0,0,0,,
8000,8000, 36 months,7.51%,248.89,A3,4 years,RENT,31000,Source Verified,Charged Off,credit_card,WA,23.73,0,2/23/2006 02:22,0,7,0,8098,60%,11,0,0,0,,
20000,20000, 36 months,12.42%,668.31,B4,10+ years,RENT,85000,Verified,Charged Off,debt_consolidation,NY,12.06,0,9/10/2002 07:57,1,9,0,16123,56.40%,13,0,0,0,,
24925,24925, 36 months,17.58%,895.86,D4,7 years,MORTGAGE,100000,Verified,Charged Off,car,WA,14.34,0,3/22/1989 04:53,2,14,0,7197,27.40%,38,0,0,0,,
11725,11725, 36 months,16.29%,413.9,C5,2 years,RENT,30000,Not Verified,Charged Off,credit_card,OR,14.41,0,3/5/2007 07:19,2,11,0,12717,71.80%,17,0,0,0,,
12000,12000, 36 months,12.69%,402.54,B5,10+ years,RENT,55640,Source Verified,Charged Off,debt_consolidation,CA,11.24,0,5/15/1996 12:42,1,14,0,11011,49.40%,35,0,0,0,,
2525,2525, 36 months,13.67%,85.9,B5,5 years,MORTGAGE,41000,Source Verified,Charged Off,debt_consolidation,OR,20.84,0,9/11/2003 05:32,1,14,0,17599,55.30%,21,0,0,0,,
15000,15000, 36 months,17.27%,536.81,D3,2 years,MORTGAGE,125000,Verified,Charged Off,debt_consolidation,NY,9.73,0,10/21/2000 02:31,2,12,0,15974,80.10%,27,0,0,0,,
15000,15000, 36 months,15.27%,521.97,C4,10+ years,RENT,45000,Source Verified,Charged Off,debt_consolidation,MA,9.79,0,2/8/2003 10:59,2,8,0,14978,67.50%,26,0,0,0,,
6900,6900, 36 months,9.91%,222.36,B1,< 1 year,RENT,75000,Not Verified,Charged Off,debt_consolidation,CA,20.1,0,11/6/1997 02:31,0,12,0,24545,80.20%,30,0,0,0,,
12000,12000, 36 months,7.90%,375.49,A4,2 years,RENT,30000,Source Verified,Charged Off,debt_consolidation,AZ,13.48,0,5/10/1997 05:05,0,9,0,11208,52.60%,16,0,0,0,,
3000,3000, 36 months,12.42%,100.25,B4,< 1 year,RENT,15600,Source Verified,Charged Off,debt_consolidation,TX,3.46,0,9/12/2008 09:40,0,10,0,3600,50%,16,0,0,0,,
10000,10000, 36 months,7.51%,311.11,A3,< 1 year,RENT,21000,Verified,Charged Off,debt_consolidation,MI,16.74,0,8/31/1987 06:41,2,8,0,7556,58.10%,12,0,0,0,,
5600,5600, 36 months,12.42%,187.13,B4,10+ years,MORTGAGE,98000,Not Verified,Charged Off,debt_consolidation,GA,14.61,5,10/12/1996 07:04,0,5,0,7835,77.60%,38,0,0,0,,
4000,4000, 36 months,16.29%,141.21,D1,< 1 year,MORTGAGE,12000,Not Verified,Charged Off,debt_consolidation,GA,6.68,1,10/7/2003 08:31,1,3,0,2253,77.70%,10,0,0,0,,
14000,14000, 36 months,12.69%,469.63,B5,< 1 year,MORTGAGE,85000,Source Verified,Charged Off,debt_consolidation,FL,17.48,0,2/22/1990 05:13,1,13,0,51568,84%,29,0,0,0,,
14125,14125, 36 months,17.27%,505.5,D3,10+ years,RENT,48000,Not Verified,Charged Off,small_business,NY,22.09,1,10/17/2001 11:28,0,9,0,11950,67.50%,34,0,0,0,,
9000,9000, 36 months,12.69%,301.91,B5,10+ years,MORTGAGE,61000,Source Verified,Charged Off,debt_consolidation,MN,1.22,0,8/9/1997 10:47,0,4,0,1608,16.70%,38,0,0,0,,
32400,32400, 60 months,19.03%,841.01,E2,10+ years,MORTGAGE,80250,Verified,Charged Off,debt_consolidation,NC,18.72,0,10/19/1995 10:37,3,13,0,9697,26.50%,35,0,0,0,,
8000,8000, 36 months,9.91%,257.8,B1,3 years,MORTGAGE,39000,Not Verified,Charged Off,debt_consolidation,OH,21.95,0,6/20/2001 12:32,0,9,0,13182,77.50%,21,0,0,0,,
10200,10200, 36 months,9.91%,328.7,B1,4 years,MORTGAGE,88000,Not Verified,Charged Off,credit_card,CT,22.15,0,12/20/2006 11:36,0,13,0,26802,61.50%,20,0,0,0,,
33600,33600, 60 months,17.27%,839.94,D3,8 years,RENT,65000,Verified,Charged Off,debt_consolidation,NY,15.08,0,1/23/1989 06:04,1,5,0,20514,86.90%,7,0,0,0,,
17050,17050, 36 months,15.27%,593.31,C4,10+ years,OWN,54000,Source Verified,Charged Off,debt_consolidation,CA,21.49,0,6/28/1994 01:44,1,13,0,12353,84%,24,0,0,0,,
35000,35000, 60 months,17.27%,874.93,D3,1 year,MORTGAGE,115000,Source Verified,Charged Off,debt_consolidation,RI,15.48,0,4/20/2001 06:12,1,11,0,25008,70.40%,23,0,0,0,,
18000,18000, 36 months,7.90%,563.23,A4,4 years,OWN,57000,Not Verified,Charged Off,credit_card,NY,27.29,0,12/19/1989 06:51,0,8,0,16089,83.80%,21,0,0,0,,
30000,30000, 60 months,21.28%,816.34,F2,3 years,RENT,61000,Verified,Charged Off,credit_card,TX,21.96,0,11/26/1995 08:33,1,11,0,19143,62.20%,27,0,0,0,,
10000,10000, 36 months,16.29%,353.01,D1,10+ years,OWN,32000,Not Verified,Charged Off,debt_consolidation,AL,6.79,0,9/29/1999 06:20,2,5,0,5892,95%,8,0,0,0,,
26400,26400, 60 months,23.91%,758.1,G4,8 years,RENT,52800,Verified,Charged Off,house,CA,19.66,0,5/17/2008 10:25,2,14,0,12264,54.30%,20,0,0,0,,
20000,20000, 36 months,17.58%,718.85,D4,7 years,OWN,65000,Verified,Charged Off,debt_consolidation,NJ,24.31,0,2/28/2005 09:59,2,13,0,23084,83.90%,15,0,0,0,,
30000,30000, 60 months,20.89%,809.75,F1,7 years,RENT,85000,Source Verified,Charged Off,other,OH,10.15,0,7/20/2001 06:56,1,13,0,12627,86.10%,27,0,0,0,,
20000,20000, 36 months,12.42%,668.31,B4,8 years,RENT,56000,Verified,Charged Off,credit_card,CA,14.9,0,6/16/1996 09:18,0,13,0,20601,85.90%,32,0,0,0,,
10000,10000, 36 months,15.96%,351.38,C5,4 years,RENT,40000,Verified,Charged Off,credit_card,CA,18.48,0,6/11/1997 10:20,1,11,0,13284,61.40%,15,0,0,0,,
10200,10200, 36 months,16.77%,362.5,D2,9 years,RENT,50000,Not Verified,Charged Off,credit_card,MT,6.34,1,3/8/1998 10:44,2,10,0,8706,87.10%,39,0,0,0,,
12275,12275, 36 months,13.49%,416.5,C1,10+ years,MORTGAGE,35000,Source Verified,Charged Off,debt_consolidation,TX,9.83,0,10/20/1995 10:59,0,6,0,12475,93.10%,13,0,0,0,,
6000,6000, 36 months,14.27%,205.86,C2,3 years,RENT,39000,Verified,Charged Off,debt_consolidation,CA,11.55,0,2/24/2006 11:27,1,8,0,9070,82.50%,8,0,0,0,,
15000,15000, 36 months,9.91%,483.38,B1,10+ years,RENT,47000,Source Verified,Charged Off,debt_consolidation,TX,15.03,0,2/22/1995 01:33,1,7,0,11839,76.90%,28,0,0,0,,
10400,10400, 36 months,12.69%,348.87,B5,5 years,RENT,34000,Verified,Charged Off,debt_consolidation,CA,22.27,0,3/3/1999 07:36,0,8,0,11447,88.10%,12,0,0,0,,
20000,20000, 60 months,22.06%,553.07,F4,10+ years,MORTGAGE,84005.52,Verified,Charged Off,debt_consolidation,CA,8.69,1,7/25/2000 02:45,1,8,0,18350,93.60%,14,0,0,0,,
26500,26500, 60 months,21.28%,721.1,F2,10+ years,RENT,65000,Verified,Charged Off,debt_consolidation,GA,20.01,1,12/13/1985 02:49,3,8,0,20020,49.60%,17,0,0,0,,
16100,16100, 36 months,7.90%,503.78,A4,10+ years,RENT,50000,Verified,Charged Off,credit_card,CA,24.02,0,3/2/1982 04:03,0,14,0,23459,68.20%,35,0,0,0,,
11700,11700, 36 months,11.71%,386.99,B3,3 years,RENT,28000,Source Verified,Charged Off,debt_consolidation,AZ,16.03,0,12/27/2005 07:16,0,5,0,8527,78.20%,11,0,0,0,,
8000,8000, 36 months,10.65%,260.59,B2,4 years,RENT,27000,Source Verified,Charged Off,debt_consolidation,NY,21.12,0,5/30/2005 06:27,0,18,0,14817,40.40%,26,0,0,0,,
17625,17625, 36 months,7.90%,551.5,A4,10+ years,RENT,52640,Verified,Charged Off,debt_consolidation,CA,27.2,0,11/22/2000 06:48,0,14,0,18755,63.80%,29,0,0,0,,
12000,12000, 36 months,15.96%,421.65,C5,3 years,RENT,50000,Not Verified,Charged Off,debt_consolidation,NY,23.98,0,3/1/1988 05:40,1,10,0,18425,78.10%,28,0,0,0,,
35000,35000, 36 months,19.03%,1283.5,E2,10+ years,MORTGAGE,100000,Verified,Charged Off,debt_consolidation,FL,19.08,0,2/18/1996 06:12,2,9,0,29361,82.20%,25,0,0,0,,
20000,20000, 60 months,21.28%,544.23,F2,< 1 year,RENT,55000,Verified,Charged Off,debt_consolidation,FL,17.14,0,4/18/1991 06:25,1,8,0,12853,99.60%,10,0,0,0,,
